CustomerID,churn
5183-KLYEM,0
2581-VKIRT,0
8752-STIVR,0
2314-TNDJQ,0
0661-XEYAN,1
5574-NXZIU,0
8631-WUXGY,0
8191-XWSZG,0
5504-WSIUR,0
9480-BQJEI,0
1230-QAJDW,0
2105-PHWON,0
4707-YNOQA,0
6789-HJBWG,0
4030-VPZBD,0
4849-PYRLQ,0
7107-UBYKY,0
8606-CIQUL,1
4291-HPAXL,0
0947-IDHRQ,0
7895-VONWT,0
8739-XNIKG,0
6734-JDTTV,0
8474-UMLNT,0
4797-MIWUM,0
1173-NOEYG,0
5281-BUZGT,0
7295-JOMMD,0
3071-MVJCD,0
7432-FFVAR,0
1625-JAIIY,0
0733-VUNUW,0
2645-QTLMB,0
8966-SNIZF,0
7601-WFVZV,0
1439-LCGVL,0
2466-NEJOJ,0
3148-AOIQT,0
0230-UBYPQ,0
1163-ONYEY,0
1696-HXOWK,0
0231-LXVAP,0
8104-OSKWT,0
4581-SSPWD,0
3950-VPYJB,0
8261-GWDBQ,0
9133-AYJZG,0
6400-BWQKW,0
5469-NUJUR,0
7531-GQHME,0
1342-JPNKI,0
5849-ASHZJ,0
4285-GYRQC,0
9300-AGZNL,0
5035-BVCXS,0
0048-PIHNL,0
3776-EKTKM,0
4707-MAXGU,0
9114-VEPUF,0
5443-SCMKX,0
2077-MPJQO,0
9474-PHLYD,0
8375-KVTHK,0
7064-JHXCE,0
0754-UKWQP,0
6350-XFYGW,0
0114-IGABW,0
7470-MCQTK,0
1402-PTHGN,0
1518-OMDIK,0
6917-FIJHC,0
2139-FQHLM,0
3452-ABWRL,0
8620-RJPZN,0
5052-PNLOS,0
2234-EOFPT,0
2108-XWMPY,0
5536-RTPWK,0
8450-JOVAH,0
0780-XNZFN,0
2657-ALMWY,1
3301-LSLWQ,0
9928-BZVLZ,0
3569-VLDHH,0
3694-DELSO,0
2718-YSKCS,0
7190-XHTWJ,0
3104-OWCGK,0
9060-HJJRW,0
6771-XWBDM,0
0107-WESLM,0
6474-FVJLC,0
5438-QMDDL,0
2323-ARSVR,0
8219-VYBVI,0
0129-QMPDR,0
6630-UJZMY,0
3927-NLNRY,0
9348-YVOMK,0
3642-GKTCT,0
8647-SDTWQ,0
4291-SHSBH,0
1023-BQXZE,0
4060-LDNLU,0
9206-GVPEQ,0
2851-STERV,0
6332-FBZRI,0
1728-CXQBE,0
5360-LJCNJ,0
6631-HMANX,0
7964-YESJC,0
3806-YAZOV,0
4598-XLKNJ,0
7729-XBTWX,0
8974-OVACP,0
5249-QYHEX,0
7748-UMTRK,0
7129-ACFOG,0
5698-BQJOH,0
7061-OVMIM,0
1583-IHQZE,0
0056-EPFBG,0
2303-PJYHN,0
5167-GBFRE,0
5136-RGMZO,0
4007-NHVHI,0
2322-VCZHZ,0
3714-JTVOV,0
4584-LBNMK,0
9600-UDOPK,0
9137-NOQKA,0
1775-KWJKQ,0
6772-KSATR,0
8294-UIMBA,0
7410-KTVFV,0
5727-MYATE,0
5655-JSMZM,1
7703-ZEKEF,0
6214-EDAKZ,0
2065-MMKGR,0
5804-JMYIO,0
9732-KPKBW,0
6518-KZXCB,0
3981-QSVQI,0
5419-JPRRN,0
1150-WFARN,0
4429-WYGFR,0
9972-EWRJS,0
8887-IPQNC,0
9000-PLFUZ,0
3338-CVVEH,0
3128-YOVTD,0
4958-GZWIY,0
6549-BTYPG,0
9069-LGEUL,0
8430-TWCBX,0
8107-RZLNV,0
0409-WTMPL,0
3296-SILRA,0
3511-BFTJW,0
9711-FJTBX,0
3727-JEZTU,0
5377-NDTOU,0
4018-KJYUY,0
3746-EUBYR,0
5985-BEHZK,0
9560-ARGQJ,0
6595-COKXZ,0
4398-HSCJH,0
1676-MQAOA,0
2826-UWHIS,0
6259-WJQLC,0
0929-PECLO,0
4112-LUEIZ,0
7718-UPSKJ,0
3164-YAXFY,0
8242-PDSGJ,0
7872-RDDLZ,0
8028-PNXHQ,0
3272-VUHPV,0
9210-IAHGH,0
5458-CQJTA,0
4659-NZRUF,0
8277-RVRSV,0
9742-XOKTS,0
2519-TWKFS,0
5945-AZYHT,0
2748-MYRVK,1
5651-CRHKQ,0
8087-LGYHQ,0
5028-GZLDO,0
9027-TMATR,0
6650-BWFRT,0
2589-AYCRP,0
6745-JEFZB,0
8450-UYIBU,0
1839-FBNFR,0
4760-XOHVN,0
5006-MXVRN,0
9927-DSWDF,0
2203-GHNWN,0
8612-GXIDD,0
9114-DPSIA,0
3374-TTZTK,0
8421-WZOOW,0
5650-VDUDS,0
7779-LGOVN,0
6933-FHBZC,0
8981-FJGLA,0
4323-ELYYB,0
4778-IZARL,0
0639-TSIQW,0
4902-OHLSK,0
0036-IHMOT,0
9170-CCKOU,0
1097-FSPVW,0
6595-YGXIT,0
8780-YRMTT,0
2056-EVGZL,0
1303-SRDOK,0
0422-UXFAP,0
4860-IJUDE,0
9588-YRFHY,0
4335-UPJSI,0
7216-EWTRS,0
7128-GGCNO,0
4767-HZZHQ,0
3082-YVEKW,0
7508-SMHXL,0
8205-VSLRB,0
8584-KMVXD,0
7493-TPUWZ,0
8143-ETQTI,0
5315-CKEQK,0
9800-OUIGR,0
0186-CAERR,0
8161-QYMTT,0
2277-VWCNI,0
4657-FWVFY,0
0376-OIWME,0
4433-JCGCG,1
5919-VCZYM,0
3090-QFUVD,0
2669-OIDSD,0
2057-ZBLPD,0
7096-UCLNH,0
9070-BCKQP,0
3716-BDVDB,0
9169-BSVIN,0
2205-YMZZJ,0
4785-QRJHC,1
3850-OKINF,0
7978-DKUQH,0
6445-TNRXS,0
0784-ZQJZX,0
9367-TCUYN,0
9708-HPXWZ,0
9668-PUGNU,0
8591-TKMZH,0
7693-LCKZL,0
5747-PMBSQ,0
2429-AYKKO,0
9391-YZEJW,0
9548-ZMVTX,0
6394-HHHZM,0
3230-JCNZS,0
1293-HHSHJ,0
8592-PLTMQ,0
8760-ZRHKE,0
7016-NVRIC,0
8309-IEYJD,0
7854-FOKSF,0
0973-KYVNF,0
0067-DKWBL,0
6959-UWKHF,0
2003-CKLOR,0
6103-BOCOU,0
6522-OIQSX,0
5075-JSDKI,0
6101-IMRMM,0
1042-HFUCW,0
0420-BWTPW,0
4625-LAMOB,0
0815-MFZGM,0
9798-OPFEM,0
5792-JALQC,0
4510-HIMLV,0
4256-ZWTZI,0
3649-JPUGY,0
0178-SZBHO,0
9286-BHDQG,0
3621-CEOVK,0
9451-WLYRI,0
7439-DKZTW,0
6834-NXDCA,0
5726-CVNYA,0
2211-RMNHO,0
